Source,Target,Weight,Type
RMGR,SMBVR,1,chemical
RMGR,SMBVR,3,electrical
RMGR,URXR,3,chemical
RMGR,URXR,5,electrical
RMGR,dBWMR5,3,chemical
RMGR,vBWMR8,2,chemical
RMHL,AVAR,1,chemical
RMHL,IL1R,2,chemical
RMHL,RICL,1,chemical
RMHL,RICR,1,chemical
RMHL,RID,1,chemical
RMHL,RMDDL,2,chemical
RMHL,RMDR,1,chemical
RMHL,RMGL,6,electrical
RMHL,RMGR,1,electrical
RMHL,SAAVL,1,chemical
RMHL,SIBDR,1,chemical
RMHL,SIBVR,3,electrical
RMHL,SMDDL,1,electrical
RMHL,dBWMR3,7,chemical
RMHL,dBWMR4,2,chemical
RMHL,dBWMR5,2,chemical
RMHR,AIBR,3,chemical
RMHR,CEPVL,1,chemical
RMHR,RICR,1,electrical
RMHR,RMDL,4,chemical
RMHR,RMDR,1,chemical
RMHR,RMER,4,chemical
RMHR,RMGL,8,chemical
RMHR,RMGR,4,electrical
RMHR,RMHL,3,chemical
RMHR,SMDDL,3,chemical
RMHR,dBWML3,1,chemical
RMHR,dBWML4,7,chemical
RMHR,dBWML5,8,chemical
RMHR,vBWML1,3,chemical
SAADL,AIBL,1,chemical
SAADL,AVAL,17,chemical
SAADL,AVBR,1,chemical
SAADL,OLLR,4,chemical
SAADL,RIGL,1,chemical
SAADL,RIML,11,chemical
SAADL,RIMR,16,chemical
SAADL,RIVR,1,chemical
SAADL,RIVR,1,electrical
SAADL,RMDVR,1,chemical
SAADL,RMDVR,1,electrical
SAADL,RMFR,1,chemical
SAADL,SABD,2,chemical
SAADL,SDQR,1,electrical
SAADL,SIBDL,1,chemical
SAADL,SIBDR,1,chemical
SAADL,SIBVL,1,chemical
SAADL,SMBDL,3,electrical
SAADL,dBWMR3,7,chemical
SAADL,dBWMR4,3,chemical
SAADL,dBWMR6,2,chemical
SAADL,hyp,2,chemical
SAADR,AIBL,1,chemical
SAADR,AIBR,1,chemical
SAADR,AVAL,1,chemical
SAADR,AVAR,26,chemical
SAADR,OLLL,3,chemical
SAADR,PLNL,1,chemical
SAADR,RIML,14,chemical
SAADR,RIMR,23,chemical
SAADR,RIVL,2,electrical
SAADR,RMDDR,1,electrical
SAADR,RMFL,1,electrical
SAADR,RMFL,5,chemical
SAADR,RMFR,1,chemical
SAADR,RMGL,1,chemical
SAADR,SABD,2,chemical
SAADR,SMBDR,2,chemical
SAADR,SMBVR,1,chemical
SAADR,SMDVL,5,chemical
SAADR,dBWML3,7,chemical
SAADR,dBWML4,3,chemical
SAADR,dBWML6,2,chemical
SAADR,hyp,2,chemical
SAAVL,AIBL,1,chemical
SAAVL,AVAL,56,chemical
SAAVL,DD01,1,chemical
SAAVL,OLLR,1,chemical
SAAVL,RIML,5,chemical
SAAVL,RIMR,33,chemical
SAAVL,RMDVL,3,electrical
SAAVL,RMFR,11,chemical
SAAVL,SAADR,5,chemical
SAAVL,SAAVR,1,electrical
SAAVL,SABD,1,chemical
SAAVL,SABD,3,electrical
SAAVL,SABVR,2,chemical
SAAVL,SMBDR,2,chemical
SAAVL,SMBDR,2,electrical
SAAVL,SMBVR,17,electrical
SAAVL,SMDDR,18,chemical
SAAVL,SMDVL,1,chemical
SAAVL,SMDVL,8,electrical
SAAVL,VA01,1,chemical
SAAVL,VA02,2,chemical
SAAVL,VA03,2,chemical
SAAVL,VA04,2,chemical
SAAVL,VB02,1,chemical
SAAVL,VD01,4,chemical
SAAVL,VD02,2,chemical
SAAVL,hyp,2,chemical
SAAVL,vBWML9,1,chemical
SAAVL,vBWMR3,7,chemical
SAAVL,vBWMR4,3,chemical
SAAVL,vBWMR6,2,chemical
SAAVR,AIBR,1,chemical
SAAVR,ALNR,1,chemical
SAAVR,ASIR,1,chemical
SAAVR,AVAR,1,electrical
SAAVR,AVAR,39,chemical
SAAVR,AVBL,1,chemical
SAAVR,DVA,1,electrical
SAAVR,IL1DL,12,chemical
SAAVR,RIAR,1,chemical
SAAVR,RIAR,1,electrical
SAAVR,RIML,12,chemical
SAAVR,RIMR,7,chemical
SAAVR,RIPL,12,chemical
SAAVR,RMDVR,9,electrical
SAAVR,RMEV,1,chemical
SAAVR,RMFL,1,electrical
SAAVR,SAAVL,1,electrical
SAAVR,SAAVR,1,chemical
SAAVR,SABVL,2,chemical
SAAVR,SMBDL,1,chemical
SAAVR,SMBDL,1,electrical
SAAVR,SMBVL,16,electrical
SAAVR,SMDDL,4,electrical
SAAVR,SMDDL,17,chemical
SAAVR,hyp,2,chemical
SAAVR,vBWML3,7,chemical
SAAVR,vBWML4,3,chemical
SAAVR,vBWML6,2,chemical
SABD,AVAL,7,electrical
SABD,SAADL,4,chemical
SABD,SAADR,4,chemical
SABD,SAAVL,3,electrical
SABD,VA02,12,electrical
SABD,VA03,2,electrical
SABD,dBWML1,15,chemical
SABD,dBWML3,67,chemical
SABD,dBWML4,63,chemical
SABD,dBWML6,20,chemical
SABD,dBWMR1,15,chemical
SABD,dBWMR3,67,chemical
SABD,dBWMR4,63,chemical
SABD,dBWMR6,20,chemical
SABD,hyp,142,chemical
SABVL,AVAR,15,electrical
SABVL,RIGR,1,chemical
SABVL,SAAVR,4,chemical
SABVL,hyp,71,chemical
SABVL,vBWML1,15,chemical
SABVL,vBWML3,67,chemical
SABVL,vBWML4,63,chemical
SABVL,vBWML6,20,chemical
SABVR,AVAL,8,electrical
SABVR,AVAR,2,electrical
SABVR,DD01,1,electrical
SABVR,SAAVL,4,chemical
SABVR,hyp,71,chemical
SABVR,vBWMR1,15,chemical
SABVR,vBWMR3,67,chemical
SABVR,vBWMR4,63,chemical
SABVR,vBWMR6,20,chemical
SDQL,AIBR,2,chemical
SDQL,ALML,1,chemical
SDQL,AVAL,6,chemical
SDQL,AVAR,8,chemical
SDQL,AVBL,1,chemical
SDQL,AVBR,2,chemical
SDQL,AVDL,3,chemical
SDQL,AVEL,1,chemical
SDQL,DVA,1,chemical
SDQL,DVA,1,electrical
SDQL,FLPL,1,electrical
SDQL,FLPL,2,chemical
SDQL,PVCL,1,chemical
SDQL,RICR,3,chemical
SDQL,RIPR,1,chemical
SDQL,RIS,8,chemical
SDQL,RMFL,3,chemical
SDQL,SAADR,2,chemical
SDQL,SDQR,2,electrical
SDQL,SIADR,1,electrical
SDQL,SIADR,2,chemical
SDQL,SIBVL,1,chemical
SDQL,SMBDR,11,chemical
SDQR,ADLL,1,chemical
SDQR,AIBL,1,electrical
SDQR,AIBL,8,chemical
SDQR,ALML,1,chemical
SDQR,ALMR,2,electrical
SDQR,AVAL,8,chemical
SDQR,AVBL,1,electrical
SDQR,AVBL,23,chemical
SDQR,AVBR,19,chemical
SDQR,DVA,1,electrical
SDQR,DVA,10,chemical
SDQR,RICR,3,chemical
SDQR,RIVL,5,electrical
SDQR,RIVR,3,electrical
SDQR,RMHL,15,chemical
SDQR,RMHR,7,chemical
SDQR,SAADL,1,electrical
SDQR,SDQL,2,electrical
SDQR,SDQL,4,chemical
SDQR,SIADL,2,chemical
SDQR,SIAVR,1,electrical
SDQR,SIBDL,2,electrical
SDQR,SIBDR,1,chemical
SDQR,SMBVL,11,chemical
SDQR,vBWMR7,1,chemical
SIADL,ALNR,4,chemical
SIADL,AVDR,1,electrical
SIADL,AVFR,1,chemical
SIADL,RIBL,2,electrical
SIADL,RIML,1,electrical
SIADL,RMDDR,1,electrical
SIADL,RMDL,4,chemical
SIADL,SDQR,4,chemical
SIADL,SIBDL,4,chemical
SIADL,SIBVR,1,electrical
SIADL,SMBDL,2,electrical
SIADL,SMBDL,18,chemical
SIADL,SMDDL,17,chemical
SIADL,dBWMR10,8,chemical
SIADL,dBWMR11,8,chemical
SIADL,dBWMR12,8,chemical
SIADL,dBWMR13,8,chemical
SIADL,dBWMR14,8,chemical
SIADL,dBWMR15,8,chemical
SIADL,dBWMR16,3,chemical
SIADL,dBWMR5,8,chemical
SIADL,dBWMR6,3,chemical
SIADL,dBWMR7,8,chemical
SIADL,dBWMR8,12,chemical
SIADL,dBWMR9,8,chemical
SIADR,AIBL,1,electrical
SIADR,ALML,1,chemical
SIADR,AVAL,1,chemical
SIADR,CEPDL,1,chemical
SIADR,DVA,1,electrical
SIADR,FLPL,1,electrical
SIADR,IL1VR,1,chemical
SIADR,RIBR,3,electrical
SIADR,RIMR,1,electrical
SIADR,SDQL,1,electrical
SIADR,SDQL,4,chemical
SIADR,SIBDR,4,chemical
SIADR,SMBDR,3,electrical
SIADR,SMBDR,17,chemical
SIADR,SMDDR,1,electrical
SIADR,SMDDR,17,chemical
SIADR,dBWML10,8,chemical
SIADR,dBWML11,8,chemical
SIADR,dBWML12,8,chemical
SIADR,dBWML13,8,chemical
SIADR,dBWML14,8,chemical
SIADR,dBWML15,8,chemical
SIADR,dBWML16,3,chemical
SIADR,dBWML5,8,chemical
SIADR,dBWML6,3,chemical
SIADR,dBWML7,8,chemical
SIADR,dBWML8,12,chemical
SIADR,dBWML9,8,chemical
SIAVL,ADEL,1,chemical
SIAVL,AIBR,1,electrical
SIAVL,AVHR,1,electrical
SIAVL,IL2L,1,chemical
SIAVL,PLNL,10,chemical
SIAVL,RIAR,1,electrical
SIAVL,RIBL,1,electrical
SIAVL,RMDVR,1,electrical
SIAVL,SIBDL,2,electrical
SIAVL,SIBVL,2,electrical
SIAVL,SIBVR,2,chemical
SIAVL,SMBVL,2,chemical
SIAVL,SMDVR,10,chemical
SIAVL,vBWML10,4,chemical
SIAVL,vBWML11,4,chemical
SIAVL,vBWML12,4,chemical
SIAVL,vBWML13,4,chemical
SIAVL,vBWML14,4,chemical
SIAVL,vBWML15,4,chemical
SIAVL,vBWML16,1,chemical
SIAVL,vBWML5,4,chemical
SIAVL,vBWML6,1,chemical
SIAVL,vBWML7,4,chemical
SIAVL,vBWML8,5,chemical
SIAVL,vBWML9,4,chemical
SIAVR,DVA,1,electrical
SIAVR,PLNR,10,chemical
SIAVR,RIAR,1,electrical
SIAVR,RIBR,2,electrical
SIAVR,RMDL,1,chemical
SIAVR,RMDL,1,electrical
SIAVR,RMDVL,1,electrical
SIAVR,SDQR,1,electrical
SIAVR,SIBVL,2,chemical
SIAVR,SMBVR,2,chemical
SIAVR,SMDVL,10,chemical
SIAVR,vBWMR10,4,chemical
SIAVR,vBWMR11,4,chemical
SIAVR,vBWMR12,4,chemical
SIAVR,vBWMR13,4,chemical
SIAVR,vBWMR14,4,chemical
SIAVR,vBWMR15,4,chemical
SIAVR,vBWMR16,1,chemical
SIAVR,vBWMR5,4,chemical
SIAVR,vBWMR6,1,chemical
SIAVR,vBWMR7,4,chemical
SIAVR,vBWMR8,5,chemical
SIAVR,vBWMR9,4,chemical
SIBDL,AQR,1,chemical
SIBDL,AVBR,2,electrical
SIBDL,CEPDL,1,chemical
SIBDL,PVPL,1,chemical
SIBDL,RIBL,5,electrical
SIBDL,SDQR,2,electrical
SIBDL,SIADL,2,chemical
SIBDL,SIAVL,2,electrical
SIBDL,SIBVL,8,electrical
SIBDL,SMBVL,1,chemical
SIBDL,SMDDL,10,chemical
SIBDL,dBWMR10,3,chemical
SIBDL,dBWMR11,3,chemical
SIBDL,dBWMR12,3,chemical
SIBDL,dBWMR13,3,chemical
SIBDL,dBWMR14,3,chemical
SIBDL,dBWMR15,3,chemical
SIBDL,dBWMR16,1,chemical
SIBDL,dBWMR5,3,chemical
SIBDL,dBWMR6,1,chemical
SIBDL,dBWMR7,3,chemical
SIBDL,dBWMR8,4,chemical
SIBDL,dBWMR9,3,chemical
SIBDR,RIBR,2,electrical
SIBDR,RMDDL,1,electrical
SIBDR,SIADR,2,chemical
SIBDR,SIBVL,3,electrical
SIBDR,SIBVR,10,electrical
SIBDR,SMBDL,4,electrical
SIBDR,SMDDR,10,chemical
SIBDR,dBWML10,3,chemical
SIBDR,dBWML11,3,chemical
SIBDR,dBWML12,3,chemical
SIBDR,dBWML13,3,chemical
SIBDR,dBWML14,3,chemical
SIBDR,dBWML15,3,chemical
SIBDR,dBWML16,1,chemical
SIBDR,dBWML5,3,chemical
SIBDR,dBWML6,1,chemical
SIBDR,dBWML7,3,chemical
SIBDR,dBWML8,4,chemical
SIBDR,dBWML9,3,chemical
SIBDR,dBWMR4,1,chemical
SIBVL,AIZR,1,electrical
SIBVL,ALNR,1,chemical
SIBVL,AVBL,2,electrical
SIBVL,PVCR,1,electrical
SIBVL,RIBL,1,electrical
SIBVL,RMDDL,1,chemical
SIBVL,RMDL,2,electrical
SIBVL,RMGR,1,chemical
SIBVL,SIAVL,2,electrical
SIBVL,SIAVR,5,chemical
SIBVL,SIBDL,8,electrical
SIBVL,SIBDR,3,electrical
SIBVL,SIBVR,1,electrical
SIBVL,SMBDL,1,electrical
SIBVL,SMBVL,2,electrical
SIBVL,SMDDL,1,chemical
SIBVL,SMDDL,3,electrical
SIBVL,SMDVL,1,electrical
SIBVL,SMDVL,22,chemical
SIBVL,vBWML2,1,chemical
SIBVL,vBWMR10,10,chemical
SIBVL,vBWMR11,10,chemical
SIBVL,vBWMR12,10,chemical
SIBVL,vBWMR13,10,chemical
SIBVL,vBWMR14,10,chemical
SIBVL,vBWMR15,10,chemical
SIBVL,vBWMR16,4,chemical
SIBVL,vBWMR5,10,chemical
SIBVL,vBWMR6,3,chemical
SIBVL,vBWMR7,10,chemical
SIBVL,vBWMR8,13,chemical
SIBVL,vBWMR9,10,chemical
SIBVR,ADLR,3,chemical
SIBVR,AIML,1,electrical
SIBVR,OLQVR,1,chemical
SIBVR,PLNL,1,chemical
SIBVR,RIBL,2,electrical
SIBVR,RIBR,6,electrical
SIBVR,RICL,3,chemical
SIBVR,RIVL,1,electrical
SIBVR,RMHL,3,electrical
SIBVR,RMHR,1,chemical
SIBVR,SIADL,1,electrical
SIBVR,SIAVL,5,chemical
SIBVR,SIAVR,1,chemical
SIBVR,SIBDR,10,electrical
SIBVR,SIBVL,1,electrical
SIBVR,SMBDL,1,electrical
SIBVR,SMDVR,22,chemical
SIBVR,vBWML10,10,chemical
SIBVR,vBWML11,10,chemical
SIBVR,vBWML12,10,chemical
SIBVR,vBWML13,10,chemical
SIBVR,vBWML14,10,chemical
SIBVR,vBWML15,10,chemical
SIBVR,vBWML16,4,chemical
SIBVR,vBWML5,10,chemical
SIBVR,vBWML6,3,chemical
SIBVR,vBWML7,10,chemical
SIBVR,vBWML8,13,chemical
SIBVR,vBWML9,10,chemical
SMBDL,AIZL,1,chemical
SMBDL,ALNR,1,chemical
SMBDL,AVKL,2,electrical
SMBDL,AVKR,1,electrical
SMBDL,RIH,2,chemical
SMBDL,RMED,4,chemical
SMBDL,SAADL,3,electrical
SMBDL,SAAVR,1,electrical
SMBDL,SAAVR,9,chemical
SMBDL,SDQR,18,chemical
SMBDL,SIADL,2,electrical
SMBDL,SIADL,19,chemical
SMBDL,SIAVL,3,chemical
SMBDL,SIBDR,4,electrical
SMBDL,SIBVL,1,electrical
SMBDL,SIBVR,1,electrical
SMBDL,SMBVL,2,chemical
SMBDL,SMDDL,7,chemical
SMBDL,dBWMR1,4,chemical
SMBDL,dBWMR10,9,chemical
SMBDL,dBWMR11,9,chemical
SMBDL,dBWMR12,9,chemical
SMBDL,dBWMR13,9,chemical
SMBDL,dBWMR14,9,chemical
SMBDL,dBWMR15,9,chemical
SMBDL,dBWMR16,3,chemical
SMBDL,dBWMR2,11,chemical
SMBDL,dBWMR3,6,chemical
SMBDL,dBWMR4,9,chemical
SMBDL,dBWMR5,9,chemical
SMBDL,dBWMR6,10,chemical
SMBDL,dBWMR7,9,chemical
SMBDL,dBWMR8,12,chemical
SMBDL,dBWMR9,9,chemical
SMBDR,ALML,1,electrical
SMBDR,ALNL,3,electrical
SMBDR,ALNL,5,chemical
SMBDR,AVAL,1,chemical
SMBDR,AVKL,2,electrical
SMBDR,AVKR,9,electrical
SMBDR,RIBR,2,electrical
SMBDR,RIVL,1,chemical
SMBDR,RMED,25,chemical
SMBDR,SAAVL,2,electrical
SMBDR,SAAVL,8,chemical
SMBDR,SDQL,18,chemical
SMBDR,SIADR,3,electrical
SMBDR,SIADR,20,chemical
SMBDR,SIAVR,1,chemical
SMBDR,SMBDL,3,chemical
SMBDR,SMBVR,2,electrical
SMBDR,SMDDR,1,electrical
SMBDR,SMDDR,4,chemical
SMBDR,dBWML1,5,chemical
SMBDR,dBWML10,9,chemical
SMBDR,dBWML11,9,chemical
SMBDR,dBWML12,9,chemical
SMBDR,dBWML13,9,chemical
SMBDR,dBWML14,9,chemical
SMBDR,dBWML15,9,chemical
SMBDR,dBWML16,3,chemical
SMBDR,dBWML2,11,chemical
SMBDR,dBWML4,3,chemical
SMBDR,dBWML5,20,chemical
SMBDR,dBWML6,7,chemical
SMBDR,dBWML7,9,chemical
SMBDR,dBWML8,12,chemical
SMBDR,dBWML9,9,chemical
SMBDR,dBWMR1,3,chemical
SMBDR,dBWMR2,3,chemical
SMBDR,dBWMR7,9,chemical
SMBVL,AIML,1,chemical
SMBVL,AVBR,1,chemical
SMBVL,AVFL,1,chemical
SMBVL,AVHR,1,chemical
SMBVL,AVJR,1,chemical
SMBVL,AVKL,6,electrical
SMBVL,PLNL,5,chemical
SMBVL,PLNR,2,chemical
SMBVL,PVPL,1,chemical
SMBVL,RMDVR,1,chemical
SMBVL,RMEV,20,chemical
SMBVL,SAADL,16,chemical
SMBVL,SAAVR,16,electrical
SMBVL,SIAVL,1,chemical
SMBVL,SIBVL,2,electrical
SMBVL,SMBDL,2,chemical
SMBVL,vBWML1,3,chemical
SMBVL,vBWML10,2,chemical
SMBVL,vBWML11,2,chemical
SMBVL,vBWML12,2,chemical
SMBVL,vBWML13,2,chemical
SMBVL,vBWML14,2,chemical
SMBVL,vBWML15,2,chemical
SMBVL,vBWML16,1,chemical
SMBVL,vBWML2,8,chemical
SMBVL,vBWML3,5,chemical
SMBVL,vBWML4,6,chemical
SMBVL,vBWML5,5,chemical
SMBVL,vBWML6,17,chemical
SMBVL,vBWML7,9,chemical
SMBVL,vBWML8,2,chemical
SMBVL,vBWML9,2,chemical
SMBVR,ADFR,1,electrical
SMBVR,ADLR,2,chemical
SMBVR,AIMR,1,electrical
SMBVR,AVHL,2,chemical
SMBVR,AVKL,2,electrical
SMBVR,AVKR,6,electrical
SMBVR,CEPVR,8,chemical
SMBVR,PLNL,5,chemical
SMBVR,PLNR,5,chemical
SMBVR,PVR,2,chemical
SMBVR,RIAR,1,chemical
SMBVR,RMDL,2,chemical
SMBVR,RMDR,3,chemical
SMBVR,RMEV,8,chemical
SMBVR,RMGR,3,chemical
SMBVR,RMGR,3,electrical
SMBVR,SAADR,12,chemical
SMBVR,SAAVL,17,electrical
SMBVR,SIAVR,1,chemical
SMBVR,SMBDR,2,chemical
SMBVR,SMBDR,2,electrical
SMBVR,URBR,1,electrical
SMBVR,dBWMR4,1,chemical
SMBVR,vBWMR1,7,chemical
SMBVR,vBWMR10,2,chemical
SMBVR,vBWMR11,2,chemical
SMBVR,vBWMR12,2,chemical
SMBVR,vBWMR13,2,chemical
SMBVR,vBWMR14,2,chemical
SMBVR,vBWMR15,2,chemical
SMBVR,vBWMR16,1,chemical
SMBVR,vBWMR2,3,chemical
SMBVR,vBWMR3,10,chemical
SMBVR,vBWMR4,12,chemical
SMBVR,vBWMR5,2,chemical
SMBVR,vBWMR6,12,chemical
SMBVR,vBWMR7,12,chemical
SMBVR,vBWMR8,5,chemical
SMBVR,vBWMR9,2,chemical
SMDDL,AIBR,2,electrical
SMDDL,ALNR,1,electrical
SMDDL,AVEL,1,chemical
SMDDL,AVER,1,chemical
SMDDL,RIAL,9,chemical
SMDDL,RIAR,1,electrical
SMDDL,RIAR,14,chemical
SMDDL,RIBL,3,electrical
SMDDL,RIBR,4,electrical
SMDDL,RIML,2,chemical
SMDDL,RIMR,1,chemical
SMDDL,RIS,2,chemical
SMDDL,RIS,2,electrical
SMDDL,RIVR,1,chemical
SMDDL,RMDDL,3,electrical
SMDDL,RMDL,2,electrical
SMDDL,RMDL,3,chemical
SMDDL,RMDR,1,chemical
SMDDL,RMED,7,chemical
SMDDL,RMEV,1,chemical
SMDDL,RMHL,1,electrical
SMDDL,SAAVR,1,chemical
SMDDL,SAAVR,4,electrical
SMDDL,SIADL,14,chemical
SMDDL,SIBDL,14,chemical
SMDDL,SIBVL,2,chemical
SMDDL,SIBVL,3,electrical
SMDDL,SMBDL,3,chemical
SMDDL,SMDDR,1,chemical
SMDDL,SMDVR,17,chemical
SMDDL,dBWML1,4,chemical
SMDDL,dBWML2,3,chemical
SMDDL,dBWML7,1,chemical
SMDDL,dBWMR1,3,chemical
SMDDL,dBWMR10,6,chemical
SMDDL,dBWMR11,6,chemical
SMDDL,dBWMR12,6,chemical
SMDDL,dBWMR13,6,chemical
SMDDL,dBWMR14,6,chemical
SMDDL,dBWMR15,6,chemical
SMDDL,dBWMR16,2,chemical
SMDDL,dBWMR4,1,chemical
SMDDL,dBWMR5,6,chemical
SMDDL,dBWMR6,2,chemical
SMDDL,dBWMR7,6,chemical
SMDDL,dBWMR8,8,chemical
SMDDL,dBWMR9,6,chemical
SMDDL,vBWML2,7,chemical
SMDDL,vBWML3,7,chemical
SMDDR,AIBL,1,electrical
SMDDR,AIZR,2,chemical
SMDDR,ALNL,1,chemical
SMDDR,ALNL,2,electrical
SMDDR,ALNR,2,chemical
SMDDR,AVER,1,chemical
SMDDR,AVER,1,electrical
SMDDR,RIAL,5,chemical
SMDDR,RIAR,3,chemical
SMDDR,RIBL,1,chemical
SMDDR,RIBR,2,electrical
SMDDR,RIMR,3,chemical
SMDDR,RIS,3,chemical
SMDDR,RIS,5,electrical
SMDDR,RIVL,1,chemical
SMDDR,RMDDR,1,electrical
SMDDR,RMDR,1,chemical
SMDDR,RMED,5,chemical
SMDDR,SIADR,1,electrical
SMDDR,SIADR,14,chemical
SMDDR,SIBDR,14,chemical
SMDDR,SIBVR,3,chemical
SMDDR,SMBDR,1,electrical
SMDDR,SMBDR,3,chemical
SMDDR,SMDDL,4,chemical
SMDDR,SMDVL,1,electrical
SMDDR,SMDVL,5,chemical
SMDDR,VD01,5,electrical
SMDDR,dBWML10,6,chemical
SMDDR,dBWML11,6,chemical
SMDDR,dBWML12,6,chemical
SMDDR,dBWML13,6,chemical
SMDDR,dBWML14,6,chemical
SMDDR,dBWML15,6,chemical
SMDDR,dBWML16,2,chemical
SMDDR,dBWML2,3,chemical
SMDDR,dBWML5,11,chemical
SMDDR,dBWML6,4,chemical
SMDDR,dBWML7,6,chemical
SMDDR,dBWML8,8,chemical
SMDDR,dBWML9,6,chemical
SMDDR,vBWML2,3,chemical
SMDDR,vBWMR2,6,chemical
SMDDR,vBWMR6,2,chemical
SMDVL,ALNL,1,electrical
SMDVL,ALNL,2,chemical
SMDVL,ALNR,6,chemical
SMDVL,CEPVR,1,chemical
SMDVL,IL2L,1,chemical
SMDVL,PLNL,6,chemical
SMDVL,PVR,1,chemical
SMDVL,RIAL,4,electrical
SMDVL,RIAL,19,chemical
SMDVL,RIAR,31,chemical
SMDVL,RIBR,1,chemical
SMDVL,RIS,2,electrical
SMDVL,RIVL,2,electrical
SMDVL,RIVL,6,chemical
SMDVL,RMDDR,3,chemical
SMDVL,RMEV,1,chemical
SMDVL,RMEV,1,electrical
SMDVL,SAAVL,8,electrical
SMDVL,SIADR,1,chemical
SMDVL,SIAVR,30,chemical
SMDVL,SIBVL,1,electrical
SMDVL,SIBVL,30,chemical
SMDVL,SMDDR,1,electrical
SMDVL,SMDDR,22,chemical
SMDVL,SMDVR,2,chemical
SMDVL,dBWML1,3,chemical
SMDVL,dBWML2,3,chemical
SMDVL,vBWMR10,15,chemical
SMDVL,vBWMR11,15,chemical
SMDVL,vBWMR12,15,chemical
SMDVL,vBWMR13,15,chemical
SMDVL,vBWMR14,15,chemical
SMDVL,vBWMR15,15,chemical
SMDVL,vBWMR16,7,chemical
SMDVL,vBWMR2,7,chemical
SMDVL,vBWMR3,8,chemical
SMDVL,vBWMR5,15,chemical
SMDVL,vBWMR6,16,chemical
SMDVL,vBWMR7,15,chemical
SMDVL,vBWMR8,20,chemical
SMDVL,vBWMR9,15,chemical
SMDVR,ADFR,2,electrical
SMDVR,AIBR,1,chemical
SMDVR,AVAR,1,chemical
SMDVR,AVEL,1,electrical
SMDVR,AVER,1,chemical
SMDVR,CEPVL,1,chemical
SMDVR,PLNL,6,chemical
SMDVR,RIAL,24,chemical
SMDVR,RIAR,1,electrical
SMDVR,RIAR,16,chemical
SMDVR,RIML,1,chemical
SMDVR,RIVR,1,chemical
SMDVR,RIVR,8,electrical
SMDVR,RMDDL,3,chemical
SMDVR,RMDVR,8,electrical
SMDVR,RMED,9,chemical
SMDVR,SIAVL,30,chemical
SMDVR,SIBDR,30,chemical
SMDVR,SMDDL,14,chemical
SMDVR,SMDVL,1,chemical
SMDVR,VB01,1,chemical
SMDVR,vBWML10,15,chemical
SMDVR,vBWML11,15,chemical
SMDVR,vBWML12,15,chemical
SMDVR,vBWML13,15,chemical
SMDVR,vBWML14,15,chemical
SMDVR,vBWML15,15,chemical
SMDVR,vBWML16,7,chemical
SMDVR,vBWML2,9,chemical
SMDVR,vBWML3,9,chemical
SMDVR,vBWML4,5,chemical
SMDVR,vBWML5,19,chemical
SMDVR,vBWML6,14,chemical
SMDVR,vBWML7,15,chemical
SMDVR,vBWML8,19,chemical
SMDVR,vBWML9,15,chemical
URADL,IL1DL,4,chemical
URADL,IL2DL,1,electrical
URADL,RIH,3,chemical
URADL,RIPL,12,chemical
URADL,RMEL,8,chemical
URADL,dBWML1,2,chemical
URADL,dBWML2,7,chemical
URADL,dBWML6,11,chemical
URADR,IL1DR,3,chemical
URADR,IL2DR,1,electrical
URADR,RIPR,16,chemical
URADR,RMER,1,chemical
URADR,URYDR,1,chemical
URADR,URYDR,1,electrical
URADR,dBWMR1,15,chemical
URADR,dBWMR2,5,chemical
URADR,dBWMR3,4,chemical
URADR,dBWMR4,4,chemical
URADR,dBWMR5,7,chemical
URAVL,AVER,1,chemical
URAVL,CEPVL,1,chemical
URAVL,CEPVL,3,electrical
URAVL,DVC,1,chemical
URAVL,IL1L,3,chemical
URAVL,IL1VL,6,chemical
URAVL,IL2L,1,electrical
URAVL,IL2VL,3,electrical
URAVL,PVT,1,electrical
URAVL,RIBL,1,chemical
URAVL,RIPL,1,electrical
URAVL,RIPL,15,chemical
URAVL,RMDDL,7,chemical
URAVL,RMDVR,1,chemical
URAVL,RMEL,8,chemical
URAVL,RMER,3,chemical
URAVL,RMEV,10,chemical
URAVL,vBWML1,20,chemical
URAVL,vBWML2,17,chemical
URAVL,vBWML3,5,chemical
URAVR,ADAR,1,chemical
URAVR,IL1R,2,chemical
URAVR,IL1VR,4,electrical
URAVR,IL1VR,9,chemical
URAVR,IL2VR,3,chemical
URAVR,PVT,3,chemical
URAVR,RIH,1,chemical
URAVR,RIPR,13,chemical
URAVR,RMDDR,1,chemical
URAVR,RMDVL,1,chemical
URAVR,RMEL,1,chemical
URAVR,RMER,4,chemical
URAVR,RMEV,2,chemical
URAVR,URYVR,1,chemical
URAVR,vBWMR2,14,chemical
URAVR,vBWMR3,7,chemical
URAVR,vBWMR4,18,chemical
URAVR,vBWMR6,1,chemical
URBL,ADAL,3,chemical
URBL,ADFL,1,electrical
URBL,AFDL,9,electrical
URBL,AVBL,1,chemical
URBL,CEPDL,2,chemical
URBL,IL1L,2,electrical
URBL,IL1L,10,chemical
URBL,IL2L,4,electrical
URBL,OLLL,1,chemical
URBL,OLQDL,3,electrical
URBL,PVR,1,chemical
URBL,RICL,1,chemical
URBL,RICR,1,chemical
URBL,RMDDR,2,chemical
URBL,RMHR,5,chemical
URBL,SIADR,2,chemical
URBL,SIAVL,2,chemical
URBL,SIBVL,1,chemical
URBL,SMBDR,3,chemical
