Source,Target,Weight,Type
DA09,dBWML24,4,chemical
DA09,dBWMR19,3,chemical
DA09,dBWMR20,3,chemical
DA09,dBWMR21,3,chemical
DA09,dBWMR22,3,chemical
DA09,dBWMR23,3,chemical
DA09,dBWMR24,4,chemical
DB01,AS01,28,chemical
DB01,AS02,4,chemical
DB01,DA01,16,chemical
DB01,DA02,2,chemical
DB01,DB02,5,electrical
DB01,DD01,31,chemical
DB01,VB03,5,electrical
DB01,VD02,24,chemical
DB01,VD03,2,chemical
DB01,dBWML6,3,chemical
DB01,dBWML7,3,chemical
DB01,dBWML8,3,chemical
DB01,dBWML9,6,chemical
DB01,dBWMR8,6,chemical
DB01,dBWMR9,2,chemical
DB02,AS03,3,chemical
DB02,AS04,2,chemical
DB02,DA02,3,chemical
DB02,DA03,12,chemical
DB02,DA04,1,chemical
DB02,DB01,5,electrical
DB02,DB03,14,electrical
DB02,DD01,3,chemical
DB02,DD02,16,chemical
DB02,VB04,1,electrical
DB02,VD03,33,chemical
DB02,VD04,15,chemical
DB02,dBWML10,4,chemical
DB02,dBWML11,5,chemical
DB02,dBWML12,1,chemical
DB02,dBWML9,2,chemical
DB02,dBWMR10,6,chemical
DB02,dBWMR11,8,chemical
DB02,dBWMR9,1,chemical
DB03,AS04,2,chemical
DB03,AS05,1,chemical
DB03,AVKL,1,electrical
DB03,DA04,4,chemical
DB03,DA05,1,chemical
DB03,DB02,14,electrical
DB03,DB04,1,electrical
DB03,DD02,3,chemical
DB03,PVM,2,electrical
DB03,VB05,9,electrical
DB03,VB07,2,electrical
DB03,VB08,3,electrical
DB03,VD04,9,chemical
DB03,VD05,24,chemical
DB03,VD06,4,chemical
DB03,dBWML11,6,chemical
DB03,dBWML12,1,chemical
DB03,dBWML13,3,chemical
DB03,dBWML14,1,chemical
DB03,dBWMR11,2,chemical
DB03,dBWMR12,13,chemical
DB03,dBWMR13,1,chemical
DB04,AS06,2,chemical
DB04,DA05,3,chemical
DB04,DA06,2,electrical
DB04,DB03,1,electrical
DB04,DB05,5,electrical
DB04,DVA,1,electrical
DB04,PVCR,2,electrical
DB04,VB09,7,electrical
DB04,VB10,1,electrical
DB04,VD06,14,chemical
DB04,dBWML13,4,chemical
DB04,dBWML14,1,chemical
DB04,dBWML15,3,chemical
DB04,dBWML16,3,chemical
DB04,dBWMR13,3,chemical
DB04,dBWMR14,5,chemical
DB04,dBWMR15,3,chemical
DB04,dBWMR16,3,chemical
DB04,hyp,1,electrical
DB05,AS07,3,chemical
DB05,AS08,2,chemical
DB05,DA06,3,chemical
DB05,DA07,12,chemical
DB05,DA08,1,chemical
DB05,DB04,5,electrical
DB05,DB06,5,electrical
DB05,DD03,1,electrical
DB05,PVCL,1,electrical
DB05,VA09,1,chemical
DB05,VB05,7,electrical
DB05,VB07,1,chemical
DB05,VB07,16,electrical
DB05,VB08,3,electrical
DB05,VB10,6,electrical
DB05,VD04,3,chemical
DB05,VD05,3,chemical
DB05,VD06,13,chemical
DB05,VD07,13,chemical
DB05,dBWML14,2,chemical
DB05,dBWML15,2,chemical
DB05,dBWML16,2,chemical
DB05,dBWML17,2,chemical
DB05,dBWML18,2,chemical
DB05,dBWML19,2,chemical
DB05,dBWMR14,2,chemical
DB05,dBWMR15,2,chemical
DB05,dBWMR16,2,chemical
DB05,dBWMR17,2,chemical
DB05,dBWMR18,2,chemical
DB05,dBWMR19,2,chemical
DB06,AS08,2,chemical
DB06,AS09,1,chemical
DB06,AVAL,7,electrical
DB06,AVAR,6,electrical
DB06,AVBL,14,electrical
DB06,AVBR,9,electrical
DB06,DA07,1,electrical
DB06,DA08,4,chemical
DB06,DA09,1,chemical
DB06,DB05,5,electrical
DB06,DB07,5,electrical
DB06,DD05,2,electrical
DB06,DVA,3,electrical
DB06,VB10,1,electrical
DB06,VB11,3,electrical
DB06,VD07,10,chemical
DB06,VD08,12,chemical
DB06,dBWML16,2,chemical
DB06,dBWML17,2,chemical
DB06,dBWML18,2,chemical
DB06,dBWML19,2,chemical
DB06,dBWML20,2,chemical
DB06,dBWMR16,2,chemical
DB06,dBWMR17,2,chemical
DB06,dBWMR18,2,chemical
DB06,dBWMR19,2,chemical
DB06,dBWMR20,2,chemical
DB07,AS10,2,chemical
DB07,AS11,2,chemical
DB07,AVAL,7,electrical
DB07,AVBL,18,electrical
DB07,AVBR,2,electrical
DB07,DA09,3,chemical
DB07,DB06,5,electrical
DB07,PDC,17,electrical
DB07,VB08,2,electrical
DB07,VB11,1,electrical
DB07,VD08,5,chemical
DB07,dBWML19,2,chemical
DB07,dBWML20,2,chemical
DB07,dBWML21,2,chemical
DB07,dBWML22,2,chemical
DB07,dBWML23,2,chemical
DB07,dBWML24,2,chemical
DB07,dBWMR19,2,chemical
DB07,dBWMR20,2,chemical
DB07,dBWMR21,2,chemical
DB07,dBWMR22,2,chemical
DB07,dBWMR23,2,chemical
DB07,dBWMR24,2,chemical
DD01,DA02,3,chemical
DD01,DD02,6,electrical
DD01,VB02,1,chemical
DD01,VD02,1,chemical
DD01,VD02,3,electrical
DD01,VD03,4,electrical
DD01,dBWML6,1,chemical
DD01,dBWML7,4,chemical
DD01,dBWML8,9,chemical
DD01,dBWML9,13,chemical
DD01,dBWMR10,2,chemical
DD01,dBWMR6,3,chemical
DD01,dBWMR7,2,chemical
DD01,dBWMR8,10,chemical
DD01,dBWMR9,8,chemical
DD01,vBWML8,2,electrical
DD02,DA03,2,chemical
DD02,DD01,6,electrical
DD02,DD03,2,electrical
DD02,VD03,1,chemical
DD02,VD03,1,electrical
DD02,VD04,1,chemical
DD02,VD04,2,electrical
DD02,VD05,1,electrical
DD02,dBWML10,4,chemical
DD02,dBWML11,9,chemical
DD02,dBWML12,6,chemical
DD02,dBWMR10,2,chemical
DD02,dBWMR11,10,chemical
DD02,dBWMR12,1,chemical
DD03,DB05,1,chemical
DD03,DB05,1,electrical
DD03,DD02,2,electrical
DD03,DD04,3,electrical
DD03,DVC,1,chemical
DD03,PVZ,1,electrical
DD03,dBWML12,4,chemical
DD03,dBWML13,6,chemical
DD03,dBWML14,2,chemical
DD03,dBWML15,5,chemical
DD03,dBWMR11,1,chemical
DD03,dBWMR12,8,chemical
DD03,dBWMR13,8,chemical
DD03,dBWMR14,3,chemical
DD03,dBWMR15,5,chemical
DD03,vBWMR20,1,chemical
DD04,AVHR,1,electrical
DD04,AVJL,6,electrical
DD04,AVJR,2,electrical
DD04,CA03,1,electrical
DD04,CA05,13,electrical
DD04,CP04,3,electrical
DD04,CP05,2,electrical
DD04,DD03,3,electrical
DD04,DD05,3,electrical
DD04,DVF,2,electrical
DD04,PVX,7,electrical
DD04,PVZ,2,electrical
DD04,dBWML16,5,chemical
DD04,dBWML17,9,chemical
DD04,dBWML18,5,chemical
DD04,dBWMR13,1,chemical
DD04,dBWMR14,2,chemical
DD04,dBWMR15,2,chemical
DD04,dBWMR16,5,chemical
DD04,dBWMR17,9,chemical
DD04,dBWMR18,5,chemical
DD04,hyp,3,electrical
DD05,AVAL,1,electrical
DD05,AVL,1,electrical
DD05,CA05,3,electrical
DD05,CA07,1,electrical
DD05,CA08,9,electrical
DD05,CP04,9,electrical
DD05,DB06,2,electrical
DD05,DD04,3,electrical
DD05,DD06,3,electrical
DD05,DVB,1,electrical
DD05,EF1,5,electrical
DD05,PVPL,2,electrical
DD05,PVQL,1,electrical
DD05,PVX,4,electrical
DD05,PVZ,25,electrical
DD05,SPVL,1,electrical
DD05,SPVR,2,electrical
DD05,VD09,20,electrical
DD05,VD10,3,electrical
DD05,dBWML19,5,chemical
DD05,dBWML20,9,chemical
DD05,dBWMR19,5,chemical
DD05,dBWMR20,9,chemical
DD05,vBWML19,1,electrical
DD05,vBWML20,5,electrical
DD05,vBWMR19,1,electrical
DD05,vBWMR20,1,electrical
DD06,CP07,1,electrical
DD06,CP09,1,electrical
DD06,DD05,3,electrical
DD06,EF3,4,electrical
DD06,PDA,3,chemical
DD06,PVPL,5,electrical
DD06,PVX,2,electrical
DD06,PVZ,2,electrical
DD06,R2AL,1,electrical
DD06,SPDL,7,electrical
DD06,SPVR,5,electrical
DD06,VD12,1,electrical
DD06,dBWML23,1,chemical
DD06,dBWML24,1,chemical
DD06,dBWMR21,1,chemical
DD06,dBWMR22,1,chemical
DD06,dBWMR23,6,chemical
DD06,vBWML20,2,electrical
DD06,vBWMR21,1,electrical
DVA,ADEL,1,chemical
DVA,AIZR,6,chemical
DVA,AQR,5,chemical
DVA,AUAR,2,chemical
DVA,AVAR,3,chemical
DVA,AVBL,9,electrical
DVA,AVBR,19,electrical
DVA,AVEL,42,chemical
DVA,AVER,17,chemical
DVA,AVFL,4,electrical
DVA,AVG,12,electrical
DVA,AVHL,2,chemical
DVA,AVKL,14,electrical
DVA,DA09,1,electrical
DVA,DB03,1,chemical
DVA,DB04,1,chemical
DVA,DB04,1,electrical
DVA,DB06,3,electrical
DVA,DB06,5,chemical
DVA,DVA,2,chemical
DVA,PDA,10,electrical
DVA,PDB,1,electrical
DVA,PDC,3,electrical
DVA,PDEL,2,chemical
DVA,PDEL,6,electrical
DVA,PDER,9,electrical
DVA,PVCL,1,chemical
DVA,PVCL,3,electrical
DVA,PVCR,3,electrical
DVA,PVM,1,electrical
DVA,PVPR,14,electrical
DVA,PVR,1,electrical
DVA,RIAL,1,chemical
DVA,RIAR,4,chemical
DVA,RIMR,4,chemical
DVA,RIR,33,chemical
DVA,SAADR,5,chemical
DVA,SAAVL,3,chemical
DVA,SAAVR,1,chemical
DVA,SABD,2,chemical
DVA,SMBDR,5,chemical
DVA,SMBVL,1,chemical
DVA,SMBVR,5,chemical
DVA,VA09,1,electrical
DVA,VA11,1,electrical
DVA,VB10,4,electrical
DVA,VB11,1,electrical
DVA,VD13,3,electrical
DVA,hyp,2,electrical
DVB,AVG,1,electrical
DVB,AVL,4,chemical
DVB,AVL,11,electrical
DVB,CA03,2,electrical
DVB,CP01,1,electrical
DVB,CP04,1,chemical
DVB,CP05,1,chemical
DVB,CP07,1,chemical
DVB,DD05,1,electrical
DVB,DD06,3,chemical
DVB,DVB,2,electrical
DVB,DVC,8,electrical
DVB,DVE,6,chemical
DVB,DVF,2,chemical
DVB,DVF,7,electrical
DVB,EF2,5,chemical
DVB,EF3,2,chemical
DVB,EF3,2,electrical
DVB,HOB,3,chemical
DVB,HOB,11,electrical
DVB,PVNR,1,chemical
DVB,PVPL,3,chemical
DVB,PVQR,5,electrical
DVB,PVT,1,chemical
DVB,SPCL,7,chemical
DVB,SPCR,2,chemical
DVB,SPVL,1,electrical
DVB,hyp,1,chemical
DVB,vspL,14,chemical
DVB,vspR,5,chemical
DVC,AIBL,3,chemical
DVC,AIBR,6,chemical
DVC,AVAL,38,chemical
DVC,AVAR,33,chemical
DVC,AVKL,15,chemical
DVC,AVKR,1,electrical
DVC,AVKR,15,chemical
DVC,AVL,1,electrical
DVC,AVL,3,chemical
DVC,CA05,1,chemical
DVC,CA06,5,electrical
DVC,CEMVR,2,chemical
DVC,CP01,2,electrical
DVC,CP03,1,electrical
DVC,CP04,1,electrical
DVC,CP05,1,electrical
DVC,CP06,1,electrical
DVC,DA08,7,electrical
DVC,DVB,8,electrical
DVC,DVE,1,chemical
DVC,DVE,3,electrical
DVC,DVF,1,chemical
DVC,DVF,10,electrical
DVC,EF3,4,electrical
DVC,PVDR,1,chemical
DVC,PVDR,1,electrical
DVC,PVPL,2,electrical
DVC,PVPL,4,chemical
DVC,PVPR,6,electrical
DVC,PVT,5,electrical
DVC,PVY,2,electrical
DVC,PVZ,3,chemical
DVC,PVZ,3,electrical
DVC,RIBL,1,chemical
DVC,RIBL,1,electrical
DVC,RIBR,14,chemical
DVC,RIGL,2,chemical
DVC,RIGR,10,chemical
DVC,SMDVL,1,chemical
DVC,SPDL,2,electrical
DVC,SPDL,3,chemical
DVC,SPDR,2,chemical
DVC,SPVL,4,electrical
DVC,SPVR,1,chemical
DVC,SPVR,2,electrical
DVC,VD09,2,chemical
DVC,vBWMR20,2,chemical
DVE,AVG,4,chemical
DVE,AVG,5,electrical
DVE,AVL,2,electrical
DVE,AVL,6,chemical
DVE,CA06,3,chemical
DVE,CP04,5,chemical
DVE,CP05,22,chemical
DVE,CP06,1,electrical
DVE,CP06,7,chemical
DVE,CP07,3,chemical
DVE,CP08,1,chemical
DVE,DVB,1,chemical
DVE,DVC,1,chemical
DVE,DVC,3,electrical
DVE,DVF,3,electrical
DVE,DVF,5,chemical
DVE,DX3,16,chemical
DVE,EF1,2,electrical
DVE,EF1,21,chemical
DVE,EF2,24,chemical
DVE,EF3,2,chemical
DVE,HOB,14,chemical
DVE,PCAL,2,chemical
DVE,PCCR,16,chemical
DVE,PDA,3,electrical
DVE,PDB,1,chemical
DVE,PVPL,1,electrical
DVE,SPCR,4,electrical
DVE,SPCR,17,chemical
DVE,SPVL,2,chemical
DVE,SPVL,2,electrical
DVE,SPVR,12,chemical
DVE,gonad,1,chemical
DVE,vspR,3,chemical
DVF,AVG,1,chemical
DVF,AVG,3,electrical
DVF,AVHL,2,chemical
DVF,AVL,1,chemical
DVF,CA05,1,chemical
DVF,CA06,2,electrical
DVF,CP01,1,electrical
DVF,CP04,1,chemical
DVF,CP04,1,electrical
DVF,CP05,1,electrical
DVF,CP05,16,chemical
DVF,CP06,11,chemical
DVF,CP07,3,chemical
DVF,CP08,2,chemical
DVF,CP09,4,chemical
DVF,DD04,2,electrical
DVF,DD04,4,chemical
DVF,DD06,1,chemical
DVF,DVB,3,chemical
DVF,DVB,7,electrical
DVF,DVC,3,chemical
DVF,DVC,10,electrical
DVF,DVE,3,electrical
DVF,DVE,5,chemical
DVF,DVF,1,electrical
DVF,EF1,3,chemical
DVF,HOA,1,chemical
DVF,HOA,1,electrical
DVF,HOB,8,electrical
DVF,HOB,21,chemical
DVF,PCBL,6,chemical
DVF,PCCL,5,chemical
DVF,PVPL,3,chemical
DVF,PVQL,1,chemical
DVF,PVQR,3,chemical
DVF,PVQR,3,electrical
DVF,PVV,4,chemical
DVF,PVY,12,electrical
DVF,PVZ,1,chemical
DVF,SPCL,28,chemical
DVF,SPCL,32,electrical
DVF,SPVL,1,chemical
DVF,SPVR,1,chemical
DVF,VD11,3,chemical
DVF,VD12,2,chemical
DVF,vBWML17,1,chemical
DX1,AVFR,1,chemical
DX1,HOA,14,chemical
DX1,PCAL,23,chemical
DX1,PHAL,2,chemical
DX1,R9AL,1,chemical
DX1,dBWML23,4,electrical
DX1,dBWMR24,1,electrical
DX2,DX2,1,chemical
DX2,EF1,5,chemical
DX2,HOA,4,chemical
DX2,HOB,8,chemical
DX2,PCAR,26,chemical
DX2,PVV,14,chemical
DX2,PVZ,9,chemical
DX2,R3BL,12,chemical
DX2,dBWMR24,8,electrical
DX3,DX1,11,chemical
DX3,EF3,4,chemical
DX3,HOA,1,chemical
DX3,HOB,2,chemical
DX3,PCAL,23,chemical
DX3,PCCL,1,chemical
DX3,PDB,2,chemical
DX3,PHBL,2,chemical
DX3,PVV,6,electrical
DX3,PVZ,8,electrical
DX3,R3BR,4,chemical
DX3,R9AL,8,chemical
DX3,SPCL,1,chemical
DX3,dBWML23,1,electrical
DX3,dBWMR24,12,electrical
EF1,AS11,1,electrical
EF1,AVBR,8,chemical
EF1,AVFR,2,chemical
EF1,AVG,9,electrical
EF1,AVHL,1,electrical
EF1,AVHR,1,electrical
EF1,AVJR,2,electrical
EF1,AVL,1,electrical
EF1,CA09,1,electrical
EF1,CP04,6,electrical
EF1,CP05,2,electrical
EF1,CP06,1,electrical
EF1,DD05,5,electrical
EF1,DD06,1,chemical
EF1,DVE,2,electrical
EF1,EF2,52,electrical
EF1,EF3,3,chemical
EF1,EF3,15,electrical
EF1,PDB,10,electrical
EF1,PHBR,1,electrical
EF1,PVNL,1,electrical
EF1,PVNR,11,electrical
EF1,PVZ,2,electrical
EF1,R2AL,1,chemical
EF1,R2AL,3,electrical
EF1,R2AR,15,electrical
EF1,R2BL,1,electrical
EF1,R3BL,4,electrical
EF1,R6AR,2,electrical
EF1,R7AR,2,electrical
EF1,R7BL,1,electrical
EF1,R9BL,1,chemical
EF1,RIFR,3,chemical
EF1,SPCR,9,electrical
EF2,ASJL,8,electrical
EF2,AVBR,1,electrical
EF2,AVFL,1,chemical
EF2,AVFR,2,chemical
EF2,AVG,1,electrical
EF2,AVJL,16,electrical
EF2,AVJR,16,electrical
EF2,AVL,2,electrical
EF2,CA02,1,electrical
EF2,CA05,1,electrical
EF2,CA08,2,electrical
EF2,CEMVR,1,chemical
EF2,CP04,1,chemical
EF2,CP04,3,electrical
EF2,CP05,1,electrical
EF2,DA06,1,electrical
EF2,EF1,2,chemical
EF2,EF1,52,electrical
EF2,EF2,1,chemical
EF2,EF3,14,chemical
EF2,EF3,22,electrical
EF2,MCMR,14,chemical
EF2,PDB,1,chemical
EF2,PDB,20,electrical
EF2,PDC,3,electrical
EF2,PHAR,3,electrical
EF2,PHBR,7,electrical
EF2,PVCR,1,chemical
EF2,PVNR,8,electrical
EF2,PVQR,20,chemical
EF2,PVV,2,chemical
EF2,PVX,3,electrical
EF2,PVZ,3,electrical
EF2,R1BR,2,chemical
EF2,R1BR,2,electrical
EF2,R2AL,13,electrical
EF2,R2AR,15,electrical
EF2,R4BR,1,chemical
EF2,R5BR,5,chemical
EF2,R6AL,4,electrical
EF2,R6AR,5,electrical
EF2,R6BL,2,electrical
EF2,R6BR,6,chemical
EF2,R7AL,2,electrical
EF2,R7BR,2,chemical
EF2,RIFR,14,chemical
EF2,SPCR,14,electrical
EF2,VA10,2,electrical
EF2,VB11,2,electrical
EF2,hyp,18,electrical
EF3,AS11,1,electrical
EF3,ASKR,3,electrical
EF3,AVBR,31,chemical
EF3,AVEL,1,electrical
EF3,AVFR,8,chemical
EF3,AVG,6,electrical
EF3,AVHL,1,electrical
EF3,AVJL,3,electrical
EF3,AVJR,9,electrical
EF3,AVL,1,electrical
EF3,CA02,1,electrical
EF3,CEMVR,3,chemical
EF3,CP01,1,electrical
EF3,CP04,2,electrical
EF3,CP05,6,electrical
EF3,CP06,1,electrical
EF3,CP07,2,electrical
EF3,DD06,4,electrical
EF3,DVB,2,electrical
EF3,DVC,4,electrical
EF3,EF1,15,electrical
EF3,EF2,22,electrical
EF3,MCMR,25,chemical
EF3,PDB,1,electrical
EF3,PVNR,3,electrical
EF3,PVX,21,electrical
EF3,PVY,13,electrical
EF3,R2AL,17,electrical
EF3,R2AR,2,electrical
EF3,RIBR,1,chemical
EF3,RIFR,18,chemical
EF3,SMBVR,1,chemical
EF3,SPCL,7,electrical
EF3,VD10,1,electrical
FLPL,AIBL,24,chemical
FLPL,AQR,1,chemical
FLPL,AVAL,32,chemical
FLPL,AVAR,6,chemical
FLPL,AVBL,16,chemical
FLPL,AVEL,17,chemical
FLPL,DVC,6,chemical
FLPL,FLPR,5,chemical
FLPL,PVCL,6,chemical
FLPL,PVR,2,chemical
FLPL,RIGR,3,chemical
FLPL,RIH,8,electrical
FLPL,RIS,6,chemical
FLPL,RIVR,1,electrical
FLPL,SDQR,4,electrical
FLPL,SMDDR,3,chemical
FLPR,AIBR,4,chemical
FLPR,AVAL,14,chemical
FLPR,AVAR,14,chemical
FLPR,RIML,4,chemical
HOA,AVG,6,electrical
HOA,AVG,90,chemical
HOA,CA06,12,electrical
HOA,CA07,1,chemical
HOA,CA07,6,electrical
HOA,CP01,2,electrical
HOA,CP01,5,chemical
HOA,CP02,38,chemical
HOA,CP04,13,chemical
HOA,DVF,1,electrical
HOA,HOB,4,chemical
HOA,HOB,14,electrical
HOA,LUAL,2,electrical
HOA,LUAL,134,chemical
HOA,LUAR,6,electrical
HOA,LUAR,84,chemical
HOA,PCAL,7,chemical
HOA,PCAL,31,electrical
HOA,PCAR,10,chemical
HOA,PCAR,43,electrical
HOA,PCBL,47,electrical
HOA,PCBR,2,electrical
HOA,PCBR,8,chemical
HOA,PDB,7,electrical
HOA,PDB,13,chemical
HOA,PDC,1,chemical
HOA,PGA,1,electrical
HOA,PHBL,2,chemical
HOA,PHBR,4,chemical
HOA,PVNR,1,chemical
HOA,PVQR,2,electrical
HOA,PVV,1,chemical
HOA,PVY,2,chemical
HOA,PVZ,55,electrical
HOA,PVZ,82,chemical
HOA,R2AL,4,chemical
HOA,R2BR,10,chemical
HOA,R3BL,20,chemical
HOA,R3BR,1,chemical
HOA,R5AR,4,electrical
HOA,R6BR,7,chemical
HOA,R7BL,1,chemical
HOA,R8AL,4,electrical
HOA,R8AL,40,chemical
HOA,R8AR,14,electrical
HOA,R8AR,45,chemical
HOA,R9AL,12,electrical
HOA,R9AR,6,electrical
HOB,AVKR,6,electrical
HOB,CA05,30,chemical
HOB,CA06,20,chemical
HOB,CP01,4,electrical
HOB,CP01,57,chemical
HOB,CP02,31,chemical
HOB,CP03,6,chemical
HOB,CP04,15,chemical
HOB,CP05,12,chemical
HOB,CP06,4,electrical
HOB,CP06,6,chemical
HOB,DVB,11,electrical
HOB,DVE,37,chemical
HOB,DVF,8,electrical
HOB,DVF,25,chemical
HOB,DX1,19,chemical
HOB,DX2,22,chemical
HOB,DX3,24,chemical
HOB,EF1,48,chemical
HOB,EF2,31,chemical
HOB,EF3,9,chemical
HOB,HOA,14,electrical
HOB,HOA,94,chemical
HOB,HOB,20,chemical
HOB,LUAL,1,electrical
HOB,LUAL,25,chemical
HOB,LUAR,17,chemical
HOB,PCAL,52,chemical
HOB,PCAR,51,chemical
HOB,PCBL,4,chemical
HOB,PCBL,24,electrical
HOB,PCBR,7,chemical
HOB,PCBR,19,electrical
HOB,PCCL,3,electrical
HOB,PCCR,2,chemical
HOB,PCCR,5,electrical
HOB,PDB,27,chemical
HOB,PVV,29,chemical
HOB,PVX,1,electrical
HOB,PVY,1,electrical
HOB,PVY,7,chemical
HOB,PVZ,57,chemical
HOB,R2BL,12,chemical
HOB,R2BR,9,chemical
HOB,R3BL,14,chemical
HOB,R3BR,7,chemical
HOB,R8AL,16,chemical
HOB,R8AR,6,chemical
HOB,R8BL,2,chemical
HOB,R9AL,13,chemical
HOB,R9AR,3,chemical
HOB,SPCL,5,chemical
HOB,SPCL,6,electrical
HOB,SPCR,2,electrical
HOB,SPCR,44,chemical
HOB,SPDL,2,chemical
HOB,SPDR,1,chemical
HOB,SPVL,3,chemical
I1L,I2L,2,electrical
I1L,I2L,10,chemical
I1L,I3,3,chemical
I1L,I5,2,chemical
I1L,I6,1,chemical
I1L,M2L,3,chemical
I1L,M3L,2,electrical
I1L,M3L,8,chemical
I1L,M3R,2,chemical
I1L,MCL,2,chemical
I1L,MCR,1,electrical
I1L,MCR,2,chemical
I1L,MI,2,chemical
I1L,NSML,3,chemical
I1L,NSML,3,electrical
I1L,pm1vl,2,chemical
I1L,pm3vl,7,chemical
I1L,pm4d,1,chemical
I1L,pm4vl,1,electrical
I1L,pm4vl,2,chemical
I1R,I2R,1,electrical
I1R,I2R,6,chemical
I1R,I3,1,chemical
I1R,I3,1,electrical
I1R,I5,2,chemical
I1R,M1,1,chemical
I1R,M2L,1,chemical
I1R,M2R,3,chemical
I1R,M3L,1,chemical
I1R,M3R,6,chemical
I1R,MCL,3,chemical
I1R,MCR,4,chemical
I1R,MCR,4,electrical
I1R,MI,1,chemical
I1R,NSML,1,chemical
I1R,NSMR,2,chemical
I1R,NSMR,2,electrical
I1R,pm1vr,1,chemical
I1R,pm3vr,3,electrical
I1R,pm3vr,5,chemical
I1R,pm4d,1,chemical
I1R,pm4vr,2,chemical
I1R,pm4vr,2,electrical
I1R,pm5vr,1,chemical
I2L,I1L,2,chemical
I2L,I1L,2,electrical
I2L,I2R,3,chemical
I2L,I4,1,electrical
I2L,I4,13,chemical
I2L,I5,2,chemical
I2L,M1,1,chemical
I2L,M2L,1,electrical
I2L,NSML,14,chemical
I2L,NSMR,24,chemical
I2L,pm3vl,1,chemical
I2L,pm4vl,2,chemical
I2L,pm5d,1,chemical
I2L,pm5vl,2,chemical
I2L,pm5vr,1,chemical
I2R,I1R,1,chemical
I2R,I1R,1,electrical
I2R,I2L,3,chemical
I2R,I4,20,chemical
I2R,I5,2,chemical
I2R,M1,1,electrical
I2R,M1,3,chemical
I2R,M2R,1,electrical
I2R,M2R,2,chemical
I2R,M3R,2,chemical
I2R,M4,3,chemical
I2R,MCL,1,chemical
I2R,MCR,1,electrical
I2R,NSML,34,chemical
I2R,NSMR,2,electrical
I2R,NSMR,7,chemical
I2R,pm1vr,1,chemical
I2R,pm3vr,1,chemical
I2R,pm4d,2,chemical
I2R,pm4vl,1,chemical
I2R,pm5vl,1,chemical
I2R,pm5vr,4,chemical
I3,I1L,1,chemical
I3,I1R,1,electrical
I3,I5,2,chemical
I3,I6,1,chemical
I3,M1,1,electrical
I3,M1,2,chemical
I3,M2L,2,chemical
I3,M3L,2,chemical
I3,M3R,2,chemical
I3,M4,2,chemical
I3,MCL,1,chemical
I3,MCR,2,chemical
I3,MI,1,chemical
I3,MI,1,electrical
I3,NSMR,2,chemical
I3,pm4d,2,chemical
I3,pm4d,3,electrical
I3,pm5d,1,electrical
I3,pm5d,4,chemical
I4,I2L,1,electrical
I4,I2R,7,chemical
I4,I5,2,chemical
I4,M2L,5,chemical
I4,M2R,2,electrical
I4,M3L,6,chemical
I4,M3R,22,chemical
I4,M4,1,electrical
I4,MI,1,chemical
I4,NSML,8,chemical
I4,NSMR,15,chemical
I4,pm4d,1,chemical
I4,pm5vl,1,electrical
I4,pm5vl,11,chemical
I4,pm5vr,2,chemical
I5,I1L,2,chemical
I5,I2L,3,chemical
I5,I2R,1,chemical
I5,I3,1,chemical
I5,I4,7,chemical
I5,M1,3,chemical
I5,M2L,1,electrical
I5,M2L,4,chemical
I5,M2R,1,electrical
I5,M3L,4,chemical
I5,M3R,2,chemical
I5,M4,19,chemical
I5,M5,1,electrical
I5,MI,4,chemical
I5,NSML,1,chemical
I5,NSMR,5,chemical
I5,pm5vl,4,chemical
I5,pm5vr,14,chemical
I6,I1R,1,chemical
I6,I2L,1,chemical
I6,I2R,4,chemical
I6,I3,12,chemical
I6,M3L,10,chemical
I6,M4,5,electrical
I6,M4,15,chemical
I6,NSML,24,chemical
I6,NSMR,23,chemical
I6,pm5d,13,chemical
IL1DL,RIPL,12,chemical
IL1DL,RMDVL,25,chemical
IL1DR,CEPDR,1,electrical
IL1DR,IL1R,1,chemical
IL1DR,IL1R,8,electrical
IL1DR,RIPR,17,chemical
IL1DR,RMDVR,19,chemical
IL1L,IL1VL,5,electrical
IL1L,IL2L,12,electrical
IL1L,RMDDL,12,chemical
IL1L,RMDL,15,chemical
IL1L,RMDR,3,chemical
IL1L,RMDVL,13,chemical
IL1L,RMHR,6,chemical
IL1L,URBL,2,electrical
IL1R,IL1DR,8,electrical
IL1R,IL1VR,15,electrical
IL1R,RIBR,11,chemical
IL1R,RMDDL,1,chemical
IL1R,RMDDR,28,chemical
IL1R,RMDVL,2,chemical
IL1R,RMDVR,33,chemical
IL1R,RMHL,5,chemical
IL1VL,AIBR,3,chemical
IL1VL,IL1L,5,electrical
IL1VL,IL1VR,26,electrical
IL1VL,IL2VL,1,electrical
IL1VL,OLQVL,3,chemical
IL1VL,RIAL,3,chemical
IL1VL,RIGL,3,chemical
IL1VL,RIPL,47,chemical
IL1VL,RMDDL,3,electrical
IL1VL,RMDDL,81,chemical
IL1VR,CEPVR,1,electrical
IL1VR,IL1R,15,electrical
IL1VR,IL1VL,26,electrical
IL1VR,IL2VR,1,chemical
IL1VR,RIPR,30,chemical
IL1VR,RMDDR,47,chemical
IL1VR,RMED,2,electrical
IL1VR,RMER,1,chemical
IL1VR,SMDVL,2,chemical
IL1VR,URAVL,1,electrical
IL2DL,CEPDL,2,electrical
IL2DL,IL1DL,1,chemical
IL2DL,RICR,4,chemical
